failureId,assetId,date,severity,downtimeMinutes,cause
FLR-00416,AST-0290,2026-08-30,7,111,Late Incoming Rake
FLR-00417,AST-0291,2025-01-19,6,114,Track Maintenance / PSR
FLR-00418,AST-0291,2023-09-29,4,136,Track Congestion
FLR-00419,AST-0292,2024-03-13,5,145,Track Congestion
FLR-00420,AST-0292,2023-11-23,8,149,Flooding / Waterlogging
FLR-00421,AST-0292,2024-02-07,6,95,Crew Availability
FLR-00422,AST-0292,2026-03-25,6,158,Late Incoming Rake
FLR-00423,AST-0293,2025-08-23,6,141,Track Congestion
FLR-00424,AST-0293,2024-02-09,6,111,Signal Failure
FLR-00425,AST-0294,2024-05-20,5,145,Flooding / Waterlogging
FLR-00426,AST-0294,2023-11-28,6,140,Track Congestion
FLR-00427,AST-0296,2024-01-31,5,130,Track Congestion
FLR-00428,AST-0296,2025-03-02,6,122,Loco / Engine Failure
FLR-00429,AST-0297,2026-06-08,3,141,Track Maintenance / PSR
FLR-00430,AST-0297,2024-12-09,5,142,Flooding / Waterlogging
FLR-00431,AST-0300,2025-02-28,10,151,Flooding / Waterlogging
FLR-00432,AST-0300,2025-04-21,4,128,Flooding / Waterlogging
FLR-00433,AST-0302,2025-04-29,5,141,Signal Failure
FLR-00434,AST-0302,2025-01-19,6,175,Flooding / Waterlogging
FLR-00435,AST-0302,2023-11-17,7,159,Late Incoming Rake
FLR-00436,AST-0302,2026-07-10,6,122,Track Congestion
FLR-00437,AST-0302,2025-01-01,8,120,Track Congestion
FLR-00438,AST-0304,2025-12-08,6,104,Crew Availability
FLR-00439,AST-0305,2023-11-01,4,129,Late Incoming Rake
FLR-00440,AST-0305,2023-09-04,2,185,Track Congestion
FLR-00441,AST-0306,2025-01-08,2,151,Track Congestion
FLR-00442,AST-0307,2025-05-25,8,105,Track Congestion
FLR-00443,AST-0307,2026-07-23,10,176,Flooding / Waterlogging
FLR-00444,AST-0307,2024-06-11,8,133,Flooding / Waterlogging
FLR-00445,AST-0308,2026-05-03,6,88,Station Congestion
FLR-00446,AST-0308,2024-06-15,7,114,Track Maintenance / PSR
FLR-00447,AST-0308,2024-09-08,7,126,Station Congestion
FLR-00448,AST-0309,2023-12-11,3,180,Flooding / Waterlogging
FLR-00449,AST-0309,2024-01-19,6,115,Flooding / Waterlogging
FLR-00450,AST-0310,2025-05-07,6,147,Late Incoming Rake
FLR-00451,AST-0310,2023-10-27,7,158,Track Maintenance / PSR
FLR-00452,AST-0310,2026-05-06,7,192,Late Incoming Rake
FLR-00453,AST-0310,2025-08-03,7,172,Flooding / Waterlogging
FLR-00454,AST-0310,2024-11-23,8,139,Track Maintenance / PSR
FLR-00455,AST-0310,2025-03-19,8,150,Freight Priority
FLR-00456,AST-0310,2025-09-19,7,106,Track Maintenance / PSR
FLR-00457,AST-0311,2024-05-09,5,155,Flooding / Waterlogging
FLR-00458,AST-0311,2024-09-27,6,150,Track Congestion
FLR-00459,AST-0314,2025-06-01,6,154,Track Congestion
FLR-00460,AST-0315,2024-01-22,5,143,Level Crossing Delay
FLR-00461,AST-0316,2024-06-29,6,125,Track Congestion
FLR-00462,AST-0317,2025-07-14,9,165,Track Maintenance / PSR
FLR-00463,AST-0317,2026-08-28,7,118,Flooding / Waterlogging
FLR-00464,AST-0317,2026-02-16,8,154,Flooding / Waterlogging
FLR-00465,AST-0318,2026-08-18,5,169,Flooding / Waterlogging
FLR-00466,AST-0320,2024-11-11,6,100,Fog / Low Visibility
FLR-00467,AST-0323,2023-10-30,5,152,Late Incoming Rake
FLR-00468,AST-0324,2025-03-14,7,110,Late Incoming Rake
FLR-00469,AST-0324,2024-09-14,7,132,Freight Priority
FLR-00470,AST-0325,2025-07-26,6,121,Station Congestion
FLR-00471,AST-0326,2026-04-16,6,186,Track Maintenance / PSR
FLR-00472,AST-0326,2025-04-29,6,137,Track Congestion
FLR-00473,AST-0328,2025-12-07,5,118,Track Congestion
FLR-00474,AST-0328,2024-12-03,8,146,Track Congestion
FLR-00475,AST-0330,2025-03-15,9,172,Track Congestion
FLR-00476,AST-0331,2024-12-23,3,106,Track Congestion
FLR-00477,AST-0333,2026-07-22,5,125,Track Congestion
FLR-00478,AST-0333,2026-05-26,8,87,Track Congestion
FLR-00479,AST-0334,2025-01-29,6,173,Track Congestion
FLR-00480,AST-0334,2026-08-11,10,131,Flooding / Waterlogging
FLR-00481,AST-0334,2025-01-29,7,154,Flooding / Waterlogging
FLR-00482,AST-0334,2026-07-23,6,120,Track Maintenance / PSR
FLR-00483,AST-0334,2024-04-26,9,165,Track Congestion
FLR-00484,AST-0335,2025-02-11,6,190,Flooding / Waterlogging
FLR-00485,AST-0335,2024-07-03,9,140,Track Congestion
FLR-00486,AST-0335,2025-03-13,8,169,Flooding / Waterlogging
FLR-00487,AST-0335,2026-03-05,6,157,Track Congestion
FLR-00488,AST-0336,2023-12-01,7,114,Late Incoming Rake
FLR-00489,AST-0336,2023-09-20,6,119,Loco / Engine Failure
FLR-00490,AST-0337,2025-02-25,2,97,Signal Failure
FLR-00491,AST-0338,2025-04-30,6,159,Loco / Engine Failure
FLR-00492,AST-0339,2026-06-04,4,133,Flooding / Waterlogging
FLR-00493,AST-0340,2024-09-11,5,114,Track Maintenance / PSR
FLR-00494,AST-0340,2025-09-06,6,131,Flooding / Waterlogging
FLR-00495,AST-0340,2026-04-07,7,138,Track Congestion
FLR-00496,AST-0341,2026-08-06,5,147,Passenger Emergency
FLR-00497,AST-0342,2024-04-22,4,95,Loco / Engine Failure
FLR-00498,AST-0343,2026-05-28,1,136,Track Maintenance / PSR
FLR-00499,AST-0343,2025-06-21,7,150,Freight Priority
FLR-00500,AST-0343,2025-02-28,4,137,Loco / Engine Failure
FLR-00501,AST-0343,2026-02-19,4,130,Track Congestion
FLR-00502,AST-0345,2024-12-14,7,140,Track Congestion
FLR-00503,AST-0345,2024-08-03,7,116,Track Maintenance / PSR
FLR-00504,AST-0346,2026-02-04,7,123,Track Congestion
FLR-00505,AST-0346,2026-03-22,6,171,Track Congestion
FLR-00506,AST-0346,2023-10-13,4,138,Track Congestion
FLR-00507,AST-0346,2025-11-29,3,133,Crew Availability
FLR-00508,AST-0347,2024-02-26,8,151,Flooding / Waterlogging
FLR-00509,AST-0348,2025-06-15,6,112,Signal Failure
FLR-00510,AST-0349,2026-03-27,7,114,Level Crossing Delay
FLR-00511,AST-0349,2024-07-04,8,136,Late Incoming Rake
FLR-00512,AST-0349,2025-11-16,7,139,Signal Failure
FLR-00513,AST-0350,2024-11-16,3,121,Flooding / Waterlogging
FLR-00514,AST-0350,2024-12-26,4,128,Flooding / Waterlogging
FLR-00515,AST-0351,2025-10-06,7,110,Loco / Engine Failure
FLR-00516,AST-0351,2026-06-07,3,113,Late Incoming Rake
FLR-00517,AST-0352,2024-03-26,6,158,Late Incoming Rake
FLR-00518,AST-0352,2023-11-04,4,103,Freight Priority
FLR-00519,AST-0353,2026-01-05,8,121,Flooding / Waterlogging
FLR-00520,AST-0354,2024-01-21,6,159,Flooding / Waterlogging
FLR-00521,AST-0354,2024-11-03,8,102,Unscheduled Halt
FLR-00522,AST-0354,2024-02-01,7,143,Late Incoming Rake
FLR-00523,AST-0357,2026-08-14,5,148,Station Congestion
FLR-00524,AST-0357,2025-12-24,3,111,Late Incoming Rake
FLR-00525,AST-0358,2025-10-14,6,134,Track Maintenance / PSR
FLR-00526,AST-0359,2023-09-26,4,156,Station Congestion
FLR-00527,AST-0360,2025-07-19,6,118,Flooding / Waterlogging
FLR-00528,AST-0361,2026-04-13,6,138,Track Congestion
FLR-00529,AST-0361,2025-10-11,6,123,Station Congestion
FLR-00530,AST-0361,2024-02-08,3,93,Track Maintenance / PSR
FLR-00531,AST-0362,2024-12-18,5,137,Fog / Low Visibility
FLR-00532,AST-0363,2024-03-09,4,146,Flooding / Waterlogging
FLR-00533,AST-0366,2026-04-01,6,148,Late Incoming Rake
FLR-00534,AST-0366,2024-04-17,8,146,Track Congestion
FLR-00535,AST-0366,2024-07-22,7,155,Track Congestion
FLR-00536,AST-0367,2026-01-08,4,111,Crew Availability
FLR-00537,AST-0368,2023-10-02,6,131,Technical Inspection
FLR-00538,AST-0368,2024-03-12,6,112,Late Incoming Rake
FLR-00539,AST-0371,2024-07-03,7,89,Freight Priority
FLR-00540,AST-0371,2025-01-05,3,161,Late Incoming Rake
FLR-00541,AST-0375,2023-12-21,6,124,Track Congestion
FLR-00542,AST-0376,2025-07-06,7,152,Level Crossing Delay
FLR-00543,AST-0376,2024-12-05,6,59,Level Crossing Delay
FLR-00544,AST-0378,2026-02-17,3,106,Track Congestion
FLR-00545,AST-0378,2024-04-23,5,105,Track Maintenance / PSR
FLR-00546,AST-0378,2024-09-22,5,107,Flooding / Waterlogging
FLR-00547,AST-0379,2026-01-09,7,106,Unscheduled Halt
FLR-00548,AST-0380,2024-12-10,7,131,Track Congestion
FLR-00549,AST-0383,2025-08-04,6,118,Late Incoming Rake
FLR-00550,AST-0383,2026-06-03,9,131,Track Maintenance / PSR
FLR-00551,AST-0383,2026-01-02,9,129,Late Incoming Rake
FLR-00552,AST-0384,2025-11-28,6,166,Station Congestion
FLR-00553,AST-0385,2024-07-10,9,95,Fog / Low Visibility
FLR-00554,AST-0385,2024-04-18,8,149,Late Incoming Rake
FLR-00555,AST-0386,2025-04-01,3,137,Crew Availability
FLR-00556,AST-0387,2025-04-03,6,149,Flooding / Waterlogging
FLR-00557,AST-0387,2023-10-19,4,149,Track Maintenance / PSR
FLR-00558,AST-0391,2023-11-06,8,108,Late Incoming Rake
FLR-00559,AST-0391,2026-03-27,6,175,Track Maintenance / PSR
FLR-00560,AST-0391,2025-04-14,9,178,Late Incoming Rake
FLR-00561,AST-0392,2025-12-15,9,112,Fog / Low Visibility
FLR-00562,AST-0392,2024-06-09,6,124,Track Congestion
FLR-00563,AST-0393,2025-04-15,7,148,Track Maintenance / PSR
FLR-00564,AST-0393,2023-11-12,5,160,Track Congestion
FLR-00565,AST-0394,2024-11-01,7,96,Track Congestion
FLR-00566,AST-0394,2026-05-02,7,136,Late Incoming Rake
FLR-00567,AST-0395,2025-03-18,4,134,Flooding / Waterlogging
FLR-00568,AST-0396,2024-10-31,6,140,Flooding / Waterlogging
FLR-00569,AST-0396,2025-04-12,6,153,Late Incoming Rake
FLR-00570,AST-0396,2025-10-31,2,111,Flooding / Waterlogging
FLR-00571,AST-0396,2025-12-08,7,50,Loco / Engine Failure
FLR-00572,AST-0398,2025-12-17,6,122,Level Crossing Delay
FLR-00573,AST-0398,2024-06-09,6,106,Track Congestion
FLR-00574,AST-0398,2023-12-30,7,102,Technical Inspection
FLR-00575,AST-0399,2023-09-24,4,126,Flooding / Waterlogging
FLR-00576,AST-0400,2023-11-20,6,127,Signal Failure
FLR-00577,AST-0400,2026-06-22,6,163,Track Congestion
FLR-00578,AST-0400,2026-01-05,4,132,Signal Failure
FLR-00579,AST-0400,2024-08-15,5,204,Late Incoming Rake
FLR-00580,AST-0401,2023-10-28,3,169,Track Maintenance / PSR
FLR-00581,AST-0402,2025-07-30,7,139,Late Incoming Rake
FLR-00582,AST-0402,2024-11-09,7,115,Fog / Low Visibility
FLR-00583,AST-0402,2025-05-20,6,94,Crew Availability
FLR-00584,AST-0402,2026-01-09,6,167,Crew Availability
FLR-00585,AST-0404,2025-04-06,5,140,Crew Availability
FLR-00586,AST-0404,2023-09-22,4,96,Loco / Engine Failure
FLR-00587,AST-0404,2023-11-24,2,147,Track Congestion
FLR-00588,AST-0404,2024-11-09,5,117,Late Incoming Rake
FLR-00589,AST-0405,2024-01-21,7,181,Track Congestion
FLR-00590,AST-0405,2024-06-27,6,120,Track Maintenance / PSR
FLR-00591,AST-0405,2023-11-15,5,105,Flooding / Waterlogging
FLR-00592,AST-0407,2023-11-27,5,134,Flooding / Waterlogging
FLR-00593,AST-0407,2024-09-29,6,116,Track Maintenance / PSR
FLR-00594,AST-0407,2025-05-30,6,148,Flooding / Waterlogging
FLR-00595,AST-0408,2024-01-05,7,147,Track Maintenance / PSR
FLR-00596,AST-0408,2025-04-10,5,101,Track Congestion
FLR-00597,AST-0409,2025-02-10,5,145,Flooding / Waterlogging
FLR-00598,AST-0411,2026-09-01,5,135,Flooding / Waterlogging
FLR-00599,AST-0412,2024-12-08,6,113,Crew Availability
FLR-00600,AST-0412,2026-06-24,6,98,Late Incoming Rake
FLR-00601,AST-0412,2024-05-05,9,90,Track Maintenance / PSR
FLR-00602,AST-0412,2026-06-24,8,124,Track Maintenance / PSR
FLR-00603,AST-0413,2024-09-22,6,107,Station Congestion
FLR-00604,AST-0413,2025-06-13,6,125,Signal Failure
FLR-00605,AST-0415,2024-03-22,7,127,Track Congestion
FLR-00606,AST-0415,2026-03-27,4,125,Track Congestion
FLR-00607,AST-0416,2025-08-31,6,131,Late Incoming Rake
FLR-00608,AST-0416,2025-12-09,6,164,Track Congestion
FLR-00609,AST-0417,2025-12-14,5,160,Station Congestion
FLR-00610,AST-0418,2024-10-06,7,130,Late Incoming Rake
FLR-00611,AST-0418,2024-09-07,3,135,Track Maintenance / PSR
FLR-00612,AST-0418,2025-07-07,3,176,Track Maintenance / PSR
FLR-00613,AST-0419,2024-07-26,6,120,Late Incoming Rake
FLR-00614,AST-0419,2024-10-03,5,126,Fog / Low Visibility
FLR-00615,AST-0420,2025-02-02,6,156,Track Congestion
FLR-00616,AST-0420,2025-07-29,10,108,Late Incoming Rake
FLR-00617,AST-0420,2024-03-03,7,131,Late Incoming Rake
FLR-00618,AST-0423,2026-02-20,4,98,Loco / Engine Failure
FLR-00619,AST-0424,2024-12-25,6,193,Late Incoming Rake
FLR-00620,AST-0426,2024-11-07,5,139,Track Maintenance / PSR
FLR-00621,AST-0427,2024-04-08,7,134,Track Maintenance / PSR
FLR-00622,AST-0431,2024-03-07,8,121,Late Incoming Rake
FLR-00623,AST-0431,2024-10-23,7,155,Track Congestion
FLR-00624,AST-0432,2024-10-04,10,96,Station Congestion
FLR-00625,AST-0432,2025-09-15,6,89,Technical Inspection
FLR-00626,AST-0432,2023-09-30,6,114,Track Maintenance / PSR
FLR-00627,AST-0433,2025-11-30,5,103,Track Congestion
FLR-00628,AST-0433,2024-11-03,3,169,Fog / Low Visibility
FLR-00629,AST-0433,2026-05-07,6,109,Track Maintenance / PSR
FLR-00630,AST-0433,2023-11-18,5,140,Track Maintenance / PSR
FLR-00631,AST-0434,2024-12-07,5,135,Track Maintenance / PSR
FLR-00632,AST-0435,2025-02-03,4,127,Freight Priority
FLR-00633,AST-0437,2023-11-16,5,111,Late Incoming Rake
FLR-00634,AST-0437,2026-05-12,4,128,Track Congestion
FLR-00635,AST-0438,2025-02-22,7,188,Station Congestion
FLR-00636,AST-0438,2024-01-21,8,97,Late Incoming Rake
FLR-00637,AST-0438,2023-10-24,6,115,Flooding / Waterlogging
FLR-00638,AST-0438,2025-05-14,9,86,Track Congestion
FLR-00639,AST-0438,2025-02-05,6,125,Track Maintenance / PSR
FLR-00640,AST-0438,2026-06-19,8,130,Flooding / Waterlogging
FLR-00641,AST-0438,2026-08-11,7,131,Track Maintenance / PSR
FLR-00642,AST-0440,2025-05-02,5,122,Unscheduled Halt
FLR-00643,AST-0440,2025-12-07,5,126,Track Congestion
FLR-00644,AST-0441,2026-05-28,6,208,Track Congestion
FLR-00645,AST-0446,2025-01-03,5,148,Late Incoming Rake
FLR-00646,AST-0446,2024-06-01,4,130,Track Congestion
FLR-00647,AST-0446,2024-07-01,6,166,Late Incoming Rake
FLR-00648,AST-0447,2026-02-17,6,141,Track Congestion
FLR-00649,AST-0449,2025-01-31,5,122,Level Crossing Delay
FLR-00650,AST-0449,2025-05-23,5,134,Track Congestion
FLR-00651,AST-0449,2025-12-20,8,121,Track Maintenance / PSR
FLR-00652,AST-0449,2024-06-14,4,113,Loco / Engine Failure
FLR-00653,AST-0450,2024-06-22,4,146,Flooding / Waterlogging
FLR-00654,AST-0452,2025-09-05,7,146,Track Congestion
FLR-00655,AST-0452,2024-09-26,5,128,Station Congestion
FLR-00656,AST-0453,2024-05-15,7,115,Late Incoming Rake
FLR-00657,AST-0454,2025-03-06,4,152,Track Congestion
FLR-00658,AST-0454,2025-04-19,5,144,Level Crossing Delay
FLR-00659,AST-0455,2026-07-12,3,85,Crew Availability
FLR-00660,AST-0456,2025-12-28,6,112,Level Crossing Delay
FLR-00661,AST-0456,2023-10-10,7,167,Track Congestion
FLR-00662,AST-0456,2025-04-16,6,127,Flooding / Waterlogging
FLR-00663,AST-0456,2025-06-17,6,125,Loco / Engine Failure
FLR-00664,AST-0458,2026-08-25,5,103,Late Incoming Rake
FLR-00665,AST-0458,2026-03-20,5,139,Track Congestion
FLR-00666,AST-0461,2025-08-16,8,128,Track Congestion
FLR-00667,AST-0464,2026-06-24,6,90,Unscheduled Halt
FLR-00668,AST-0464,2025-05-14,3,137,Track Congestion
FLR-00669,AST-0464,2024-04-11,6,128,Track Congestion
FLR-00670,AST-0465,2025-09-30,8,119,Unscheduled Halt
FLR-00671,AST-0465,2024-11-08,5,130,Track Maintenance / PSR
FLR-00672,AST-0465,2026-02-13,6,91,Technical Inspection
FLR-00673,AST-0466,2025-07-17,1,150,Track Congestion
FLR-00674,AST-0467,2023-09-14,7,135,Unscheduled Halt
FLR-00675,AST-0467,2024-09-28,8,116,Passenger Emergency
FLR-00676,AST-0468,2024-04-03,4,84,Track Maintenance / PSR
FLR-00677,AST-0468,2026-08-11,7,132,Track Congestion
FLR-00678,AST-0470,2023-11-13,5,128,Late Incoming Rake
FLR-00679,AST-0471,2025-04-25,3,115,Flooding / Waterlogging
FLR-00680,AST-0472,2025-06-10,6,150,Track Maintenance / PSR
FLR-00681,AST-0472,2026-04-26,6,124,Track Congestion
FLR-00682,AST-0473,2026-07-08,6,103,Track Congestion
FLR-00683,AST-0474,2024-10-03,6,158,Track Congestion
FLR-00684,AST-0474,2026-01-13,5,158,Track Congestion
FLR-00685,AST-0475,2024-11-06,6,168,Track Maintenance / PSR
FLR-00686,AST-0476,2026-01-22,6,171,Late Incoming Rake
FLR-00687,AST-0476,2026-07-02,6,148,Flooding / Waterlogging
FLR-00688,AST-0477,2026-01-27,4,132,Track Congestion
FLR-00689,AST-0478,2026-08-04,5,160,Late Incoming Rake
FLR-00690,AST-0478,2024-02-18,7,147,Late Incoming Rake
FLR-00691,AST-0479,2023-12-12,7,173,Station Congestion
FLR-00692,AST-0482,2024-03-27,6,100,Track Congestion
FLR-00693,AST-0482,2026-01-13,5,149,Late Incoming Rake
FLR-00694,AST-0482,2025-07-06,5,158,Track Congestion
FLR-00695,AST-0487,2025-07-15,7,144,Late Incoming Rake
FLR-00696,AST-0487,2025-10-16,4,132,Level Crossing Delay
FLR-00697,AST-0489,2026-06-29,5,132,Level Crossing Delay
FLR-00698,AST-0490,2025-08-10,5,132,Unscheduled Halt
FLR-00699,AST-0490,2025-08-07,9,154,Flooding / Waterlogging
FLR-00700,AST-0491,2026-08-10,6,138,Track Maintenance / PSR
FLR-00701,AST-0491,2023-12-05,6,104,Passenger Emergency
FLR-00702,AST-0491,2025-01-19,8,138,Signal Failure
FLR-00703,AST-0491,2024-09-15,5,93,Flooding / Waterlogging
FLR-00704,AST-0492,2025-02-25,9,113,Crew Availability
FLR-00705,AST-0492,2025-09-18,7,146,Freight Priority
FLR-00706,AST-0492,2025-04-19,7,93,Late Incoming Rake
FLR-00707,AST-0492,2025-10-03,8,132,Passenger Emergency
FLR-00708,AST-0493,2026-05-17,7,122,Fog / Low Visibility
FLR-00709,AST-0494,2026-05-21,9,150,Track Maintenance / PSR
FLR-00710,AST-0494,2025-12-07,7,144,Flooding / Waterlogging
FLR-00711,AST-0495,2024-01-15,2,139,Passenger Emergency
FLR-00712,AST-0496,2024-06-03,6,147,Flooding / Waterlogging
FLR-00713,AST-0496,2024-03-20,8,114,Track Congestion
FLR-00714,AST-0497,2026-06-21,10,115,Flooding / Waterlogging
FLR-00715,AST-0497,2025-05-02,5,136,Track Congestion
FLR-00716,AST-0497,2024-12-23,10,123,Flooding / Waterlogging
FLR-00717,AST-0497,2026-08-22,8,189,Late Incoming Rake
FLR-00718,AST-0498,2025-02-15,6,117,Crew Availability
FLR-00719,AST-0498,2024-07-18,7,173,Flooding / Waterlogging
FLR-00720,AST-0498,2025-07-26,6,177,Track Maintenance / PSR
FLR-00721,AST-0499,2024-11-16,8,58,Flooding / Waterlogging
FLR-00722,AST-0499,2025-03-14,8,105,Flooding / Waterlogging
FLR-00723,AST-0502,2026-04-02,7,129,Track Congestion
FLR-00724,AST-0502,2025-07-30,7,92,Fog / Low Visibility
FLR-00725,AST-0502,2025-06-26,6,129,Station Congestion
FLR-00726,AST-0504,2023-09-13,7,147,Signal Failure
FLR-00727,AST-0505,2024-10-07,3,91,Flooding / Waterlogging
FLR-00728,AST-0506,2024-02-28,5,135,Track Maintenance / PSR
FLR-00729,AST-0506,2024-01-14,7,87,Station Congestion
FLR-00730,AST-0507,2023-10-15,4,101,Late Incoming Rake
FLR-00731,AST-0507,2026-08-17,7,146,Track Maintenance / PSR
FLR-00732,AST-0507,2026-07-26,5,108,Track Congestion
FLR-00733,AST-0508,2024-07-22,5,211,Track Congestion
FLR-00734,AST-0508,2025-04-03,3,107,Freight Priority
FLR-00735,AST-0509,2023-10-04,7,108,Level Crossing Delay
FLR-00736,AST-0512,2024-08-08,6,162,Late Incoming Rake
FLR-00737,AST-0512,2024-06-08,6,108,Station Congestion
FLR-00738,AST-0512,2024-09-18,6,104,Loco / Engine Failure
FLR-00739,AST-0512,2026-04-11,7,126,Track Maintenance / PSR
FLR-00740,AST-0513,2026-02-25,4,137,Track Maintenance / PSR
FLR-00741,AST-0513,2026-03-22,8,137,Track Congestion
FLR-00742,AST-0514,2024-05-14,5,92,Loco / Engine Failure
FLR-00743,AST-0514,2025-09-10,6,173,Flooding / Waterlogging
FLR-00744,AST-0514,2025-05-07,7,129,Track Congestion
FLR-00745,AST-0514,2024-02-03,5,129,Late Incoming Rake
FLR-00746,AST-0514,2026-08-14,6,136,Flooding / Waterlogging
FLR-00747,AST-0514,2026-06-14,7,136,Track Congestion
FLR-00748,AST-0515,2023-12-16,6,101,Track Congestion
FLR-00749,AST-0515,2024-01-13,8,153,Late Incoming Rake
FLR-00750,AST-0516,2023-10-23,7,104,Track Congestion
FLR-00751,AST-0517,2026-07-14,7,130,Level Crossing Delay
FLR-00752,AST-0518,2024-04-26,9,182,Track Congestion
FLR-00753,AST-0518,2023-12-25,5,150,Flooding / Waterlogging
FLR-00754,AST-0519,2026-08-31,7,97,Flooding / Waterlogging
FLR-00755,AST-0519,2024-12-28,6,130,Loco / Engine Failure
FLR-00756,AST-0520,2025-06-19,5,99,Flooding / Waterlogging
FLR-00757,AST-0521,2025-02-28,7,132,Station Congestion
FLR-00758,AST-0521,2024-11-24,8,124,Track Maintenance / PSR
FLR-00759,AST-0524,2024-01-21,8,151,Flooding / Waterlogging
FLR-00760,AST-0525,2026-02-17,6,151,Track Congestion
FLR-00761,AST-0526,2025-04-04,6,112,Unscheduled Halt
FLR-00762,AST-0527,2025-05-28,6,132,Flooding / Waterlogging
FLR-00763,AST-0527,2026-01-20,7,118,Late Incoming Rake
FLR-00764,AST-0527,2026-02-18,6,144,Late Incoming Rake
FLR-00765,AST-0527,2024-07-24,8,154,Track Congestion
FLR-00766,AST-0528,2024-11-06,8,133,Track Congestion
FLR-00767,AST-0528,2026-06-13,8,129,Station Congestion
FLR-00768,AST-0528,2024-01-09,5,158,Flooding / Waterlogging
FLR-00769,AST-0528,2024-04-30,6,156,Flooding / Waterlogging
FLR-00770,AST-0528,2025-08-04,4,93,Flooding / Waterlogging
FLR-00771,AST-0529,2026-08-30,7,154,Flooding / Waterlogging
FLR-00772,AST-0530,2026-05-17,6,122,Flooding / Waterlogging
FLR-00773,AST-0530,2024-01-04,5,110,Crew Availability
FLR-00774,AST-0530,2026-08-09,7,144,Flooding / Waterlogging
FLR-00775,AST-0530,2025-12-10,7,188,Flooding / Waterlogging
FLR-00776,AST-0530,2024-07-09,5,100,Crew Availability
FLR-00777,AST-0533,2024-08-01,9,126,Track Congestion
FLR-00778,AST-0534,2025-09-06,6,87,Freight Priority
FLR-00779,AST-0534,2026-02-12,7,135,Track Congestion
FLR-00780,AST-0534,2025-01-12,5,145,Flooding / Waterlogging
FLR-00781,AST-0535,2024-02-19,2,145,Track Maintenance / PSR
FLR-00782,AST-0537,2026-01-14,8,91,Track Congestion
FLR-00783,AST-0537,2024-07-24,3,178,Track Maintenance / PSR
FLR-00784,AST-0537,2026-06-07,7,97,Flooding / Waterlogging
FLR-00785,AST-0537,2024-02-16,10,147,Late Incoming Rake
FLR-00786,AST-0539,2025-02-08,5,104,Flooding / Waterlogging
FLR-00787,AST-0542,2026-08-30,5,211,Track Congestion
FLR-00788,AST-0542,2024-09-02,4,130,Flooding / Waterlogging
FLR-00789,AST-0543,2023-11-20,6,85,Loco / Engine Failure
FLR-00790,AST-0544,2025-10-02,5,114,Flooding / Waterlogging
FLR-00791,AST-0544,2024-03-09,7,122,Station Congestion
FLR-00792,AST-0546,2024-05-02,4,120,Track Congestion
FLR-00793,AST-0546,2024-08-19,8,178,Late Incoming Rake
FLR-00794,AST-0546,2024-10-02,8,106,Track Congestion
FLR-00795,AST-0546,2025-12-19,7,109,Station Congestion
FLR-00796,AST-0546,2025-07-23,7,167,Late Incoming Rake
FLR-00797,AST-0549,2025-11-27,9,139,Track Maintenance / PSR
FLR-00798,AST-0549,2023-11-15,7,154,Track Maintenance / PSR
FLR-00799,AST-0550,2026-02-03,6,132,Track Congestion
FLR-00800,AST-0550,2024-07-26,5,118,Level Crossing Delay
FLR-00801,AST-0554,2024-04-04,5,142,Late Incoming Rake
FLR-00802,AST-0554,2024-08-17,5,163,Flooding / Waterlogging
FLR-00803,AST-0554,2025-02-12,6,123,Track Congestion
FLR-00804,AST-0555,2026-07-09,8,144,Flooding / Waterlogging
FLR-00805,AST-0556,2025-05-26,7,135,Track Maintenance / PSR
FLR-00806,AST-0556,2024-10-17,7,155,Late Incoming Rake
FLR-00807,AST-0557,2025-10-28,5,113,Flooding / Waterlogging
FLR-00808,AST-0557,2025-10-05,4,83,Late Incoming Rake
FLR-00809,AST-0562,2024-10-25,6,145,Flooding / Waterlogging
FLR-00810,AST-0562,2025-06-12,6,90,Flooding / Waterlogging
FLR-00811,AST-0563,2026-02-23,7,110,Station Congestion
FLR-00812,AST-0564,2025-09-21,4,95,Flooding / Waterlogging
FLR-00813,AST-0565,2025-04-08,7,141,Track Congestion
FLR-00814,AST-0565,2024-06-06,7,131,Passenger Emergency
FLR-00815,AST-0566,2026-01-30,5,164,Track Maintenance / PSR
FLR-00816,AST-0566,2025-10-28,5,101,Track Maintenance / PSR
FLR-00817,AST-0567,2023-09-11,7,131,Freight Priority
FLR-00818,AST-0567,2024-04-06,8,142,Signal Failure
FLR-00819,AST-0568,2024-09-09,6,86,Signal Failure
FLR-00820,AST-0571,2026-05-22,6,147,Level Crossing Delay
FLR-00821,AST-0571,2025-06-13,9,179,Track Maintenance / PSR
FLR-00822,AST-0571,2025-10-23,6,160,Station Congestion
FLR-00823,AST-0572,2023-12-15,9,156,Late Incoming Rake
FLR-00824,AST-0572,2024-03-12,7,155,Station Congestion
FLR-00825,AST-0572,2025-08-21,6,139,Track Maintenance / PSR
FLR-00826,AST-0572,2025-06-18,5,99,Level Crossing Delay
FLR-00827,AST-0573,2023-10-21,4,102,Crew Availability
FLR-00828,AST-0574,2024-08-22,3,147,Track Congestion
FLR-00829,AST-0575,2023-11-25,5,150,Unscheduled Halt
FLR-00830,AST-0575,2023-11-01,7,118,Unscheduled Halt
FLR-00831,AST-0575,2025-02-12,8,173,Late Incoming Rake
