assetId,name,type,department,corridorId,ageYears,installDate,condition,criticality,degradationLatent,latitude,longitude,historicalFailures
AST-0231,Signal Section 231,Signal,S&T,COR-005,15.8,2010-11-18,Critical,10,0.881,20.379,81.7865,4
AST-0232,Signal Section 232,Signal,S&T,COR-005,38.5,1988-03-13,Critical,9,0.802,25.5592,73.8002,2
AST-0233,Signal Section 233,Signal,S&T,COR-005,10.8,2015-11-17,Fair,10,0.479,20.366,79.4537,5
AST-0234,OHE Section 234,OHE,Traction Distribution,COR-003,5.5,2021-03-05,Good,7,0.124,26.7542,75.4236,0
AST-0235,OHE Section 235,OHE,Traction Distribution,COR-002,4.2,2022-06-22,Good,6,0.18,21.0169,86.6341,0
AST-0236,Signal Section 236,Signal,S&T,COR-009,9.2,2017-06-24,Good,9,0.305,26.3137,79.6184,3
AST-0237,Signal Section 237,Signal,S&T,COR-001,18.0,2008-09-06,Fair,8,0.369,27.0559,81.9524,1
AST-0238,Station Equipment Section 238,Station Equipment,S&T,COR-004,40.0,1986-09-12,Critical,5,0.907,20.2533,78.2661,6
AST-0239,Track Section 239,Track,Engineering,COR-007,8.1,2018-07-30,Good,8,0.275,19.8675,77.1199,4
AST-0240,Track Section 240,Track,Engineering,COR-002,10.8,2015-11-17,Good,7,0.259,28.4957,75.7467,1
AST-0241,Track Section 241,Track,Engineering,COR-007,29.2,1997-06-28,Fair,9,0.427,23.6305,87.0899,3
AST-0242,OHE Section 242,OHE,Traction Distribution,COR-008,12.7,2013-12-24,Fair,7,0.432,25.3024,85.2915,0
AST-0243,Signal Section 243,Signal,S&T,COR-007,11.9,2014-10-12,Good,9,0.283,19.2326,74.6322,0
AST-0244,OHE Section 244,OHE,Traction Distribution,COR-004,25.6,2001-02-01,Fair,7,0.423,21.7871,84.4476,1
AST-0245,OHE Section 245,OHE,Traction Distribution,COR-001,11.0,2015-09-05,Good,6,0.193,24.054,79.1965,1
AST-0246,Track Section 246,Track,Engineering,COR-009,4.5,2022-03-05,Fair,7,0.46,27.8622,72.7463,1
AST-0247,Bridge Section 247,Bridge,Engineering,COR-004,22.3,2004-05-21,Fair,10,0.419,21.7144,80.9539,1
AST-0248,OHE Section 248,OHE,Traction Distribution,COR-009,2.3,2024-05-16,Good,6,0.0,26.7519,74.5807,0
AST-0249,Track Section 249,Track,Engineering,COR-002,19.9,2006-10-14,Good,7,0.268,25.6221,75.8589,1
AST-0250,Signal Section 250,Signal,S&T,COR-002,10.2,2016-06-24,Good,9,0.212,20.1527,83.6367,1
AST-0251,Track Section 251,Track,Engineering,COR-008,8.2,2018-06-24,Fair,9,0.385,21.9338,76.6143,3
AST-0252,Track Section 252,Track,Engineering,COR-010,8.0,2018-09-04,Good,8,0.237,21.3786,86.7702,0
AST-0253,Track Section 253,Track,Engineering,COR-009,9.2,2017-06-24,Good,7,0.286,23.4253,83.0147,1
AST-0254,Station Equipment Section 254,Station Equipment,S&T,COR-008,7.3,2019-05-18,Good,5,0.23,25.3533,85.8165,1
AST-0255,Signal Section 255,Signal,S&T,COR-003,14.0,2012-09-05,Good,8,0.329,23.3342,82.343,3
AST-0256,Signal Section 256,Signal,S&T,COR-010,7.5,2019-03-06,Good,8,0.058,21.4454,86.4016,0
AST-0257,OHE Section 257,OHE,Traction Distribution,COR-007,10.3,2016-05-18,Good,6,0.202,25.9588,78.287,0
AST-0258,Signal Section 258,Signal,S&T,COR-002,1.4,2025-04-10,Good,8,0.0,24.8447,81.2862,1
AST-0259,Station Equipment Section 259,Station Equipment,S&T,COR-002,10.2,2016-06-24,Good,4,0.076,24.1931,80.7542,0
AST-0260,OHE Section 260,OHE,Traction Distribution,COR-009,7.2,2019-06-23,Good,6,0.305,24.5442,86.9607,2
AST-0261,Signal Section 261,Signal,S&T,COR-003,19.0,2007-09-07,Fair,9,0.44,21.219,75.1386,4
AST-0262,Signal Section 262,Signal,S&T,COR-008,8.4,2018-04-11,Fair,10,0.44,25.8043,81.749,3
AST-0263,Station Equipment Section 263,Station Equipment,S&T,COR-002,17.2,2009-06-25,Good,6,0.319,22.875,84.5709,2
AST-0264,OHE Section 264,OHE,Traction Distribution,COR-003,15.9,2010-10-13,Fair,6,0.408,22.6347,78.4208,2
AST-0265,Station Equipment Section 265,Station Equipment,S&T,COR-003,16.2,2010-06-25,Good,5,0.107,20.4973,86.3813,2
AST-0266,Track Section 266,Track,Engineering,COR-003,8.7,2017-12-23,Good,8,0.319,24.9684,78.4682,0
AST-0267,Bridge Section 267,Bridge,Engineering,COR-007,10.7,2015-12-24,Good,10,0.303,25.0266,75.2729,3
AST-0268,OHE Section 268,OHE,Traction Distribution,COR-010,13.7,2012-12-24,Good,7,0.324,22.403,81.8448,0
AST-0269,Track Section 269,Track,Engineering,COR-010,10.9,2015-10-12,Good,8,0.255,27.5985,79.2291,1
AST-0270,Signal Section 270,Signal,S&T,COR-008,8.4,2018-04-11,Good,10,0.204,27.4546,72.743,1
AST-0271,OHE Section 271,OHE,Traction Distribution,COR-003,4.9,2021-10-10,Good,6,0.0,20.0905,73.6174,0
AST-0272,Track Section 272,Track,Engineering,COR-010,10.3,2016-05-18,Good,7,0.116,25.9504,75.6244,0
AST-0273,Signal Section 273,Signal,S&T,COR-006,2.6,2024-01-27,Good,9,0.323,22.9383,84.8093,1
AST-0274,Bridge Section 274,Bridge,Engineering,COR-006,1.3,2025-05-16,Good,10,0.32,28.9971,86.7726,2
AST-0275,Track Section 275,Track,Engineering,COR-008,3.9,2022-10-10,Good,8,0.096,21.2502,81.2303,1
AST-0276,Signal Section 276,Signal,S&T,COR-008,16.1,2010-08-01,Good,9,0.311,21.8052,74.189,0
AST-0277,Signal Section 277,Signal,S&T,COR-010,12.1,2014-07-31,Good,9,0.14,23.4211,81.0507,0
AST-0278,Track Section 278,Track,Engineering,COR-006,16.2,2010-06-25,Fair,9,0.399,21.6872,86.1897,1
AST-0279,Station Equipment Section 279,Station Equipment,S&T,COR-007,5.9,2020-10-10,Good,4,0.053,25.9199,84.4916,2
AST-0280,OHE Section 280,OHE,Traction Distribution,COR-008,20.3,2006-05-21,Good,8,0.315,23.8091,77.1576,1
AST-0281,Track Section 281,Track,Engineering,COR-003,2.9,2023-10-10,Good,7,0.037,21.2088,74.4822,0
AST-0282,Station Equipment Section 282,Station Equipment,S&T,COR-004,4.1,2022-07-29,Good,5,0.211,24.0637,86.9109,2
AST-0283,Bridge Section 283,Bridge,Engineering,COR-007,20.0,2006-09-07,Good,9,0.268,27.8879,86.1654,1
AST-0284,Track Section 284,Track,Engineering,COR-001,11.5,2015-03-07,Good,8,0.279,26.924,73.3594,2
AST-0285,Bridge Section 285,Bridge,Engineering,COR-004,16.3,2010-05-20,Fair,10,0.495,23.9883,85.6788,3
AST-0286,Track Section 286,Track,Engineering,COR-008,12.1,2014-07-31,Good,9,0.217,21.8849,74.0554,1
AST-0287,Station Equipment Section 287,Station Equipment,S&T,COR-010,6.6,2020-01-28,Good,4,0.126,20.7989,73.5125,0
AST-0288,OHE Section 288,OHE,Traction Distribution,COR-006,3.7,2022-12-22,Fair,7,0.393,27.7838,84.6376,2
AST-0289,OHE Section 289,OHE,Traction Distribution,COR-004,1.7,2024-12-21,Good,6,0.117,26.1017,81.081,0
AST-0290,Track Section 290,Track,Engineering,COR-005,30.7,1995-12-29,Warning,9,0.653,24.7216,79.1328,3
AST-0291,Bridge Section 291,Bridge,Engineering,COR-007,2.3,2024-05-16,Good,10,0.306,27.7943,86.9618,2
AST-0292,Track Section 292,Track,Engineering,COR-006,25.1,2001-08-03,Fair,9,0.527,20.2169,85.9289,4
AST-0293,Track Section 293,Track,Engineering,COR-001,11.0,2015-09-05,Fair,9,0.419,25.8249,73.422,2
AST-0294,Track Section 294,Track,Engineering,COR-006,12.4,2014-04-12,Fair,9,0.441,21.1671,82.3574,2
AST-0295,OHE Section 295,OHE,Traction Distribution,COR-005,11.8,2014-11-17,Fair,8,0.421,20.2058,84.8563,0
AST-0296,Track Section 296,Track,Engineering,COR-008,14.9,2011-10-13,Fair,8,0.469,23.6561,81.3078,2
AST-0297,Station Equipment Section 297,Station Equipment,S&T,COR-009,5.4,2021-04-10,Good,5,0.191,22.8739,88.2281,2
AST-0298,OHE Section 298,OHE,Traction Distribution,COR-010,1.1,2025-07-28,Good,6,0.198,28.4117,83.4768,0
AST-0299,Track Section 299,Track,Engineering,COR-007,6.5,2020-03-05,Good,9,0.159,22.2398,74.1663,0
AST-0300,Track Section 300,Track,Engineering,COR-004,14.1,2012-07-31,Good,8,0.343,27.149,75.6728,2
AST-0301,Track Section 301,Track,Engineering,COR-005,4.1,2022-07-29,Good,9,0.349,26.4883,85.7199,0
AST-0302,OHE Section 302,OHE,Traction Distribution,COR-002,20.6,2006-01-31,Fair,7,0.446,25.6792,88.4481,5
AST-0303,Bridge Section 303,Bridge,Engineering,COR-010,9.3,2017-05-18,Good,10,0.065,28.204,74.0734,0
AST-0304,Track Section 304,Track,Engineering,COR-009,3.8,2022-11-15,Good,8,0.252,23.0792,74.1053,1
AST-0305,Bridge Section 305,Bridge,Engineering,COR-009,11.4,2015-04-12,Good,9,0.291,22.8967,84.7142,2
AST-0306,Track Section 306,Track,Engineering,COR-004,13.9,2012-10-12,Good,9,0.177,20.6095,73.5297,1
AST-0307,Bridge Section 307,Bridge,Engineering,COR-004,14.6,2012-01-30,Fair,10,0.49,21.7576,73.597,3
AST-0308,Station Equipment Section 308,Station Equipment,S&T,COR-009,20.1,2006-08-02,Warning,4,0.622,27.7978,86.7211,3
AST-0309,OHE Section 309,OHE,Traction Distribution,COR-006,2.7,2023-12-22,Fair,7,0.376,23.7438,85.3072,2
AST-0310,OHE Section 310,OHE,Traction Distribution,COR-008,20.1,2006-08-02,Warning,7,0.655,22.4135,86.605,7
AST-0311,Bridge Section 311,Bridge,Engineering,COR-005,21.3,2005-05-21,Warning,10,0.603,21.1611,82.9082,2
AST-0312,Track Section 312,Track,Engineering,COR-005,3.7,2022-12-22,Good,8,0.151,23.8496,77.6606,0
AST-0313,Track Section 313,Track,Engineering,COR-007,4.4,2022-04-10,Good,7,0.0,26.1667,87.001,0
AST-0314,Track Section 314,Track,Engineering,COR-009,16.8,2009-11-18,Good,7,0.34,21.8669,77.2796,1
AST-0315,Signal Section 315,Signal,S&T,COR-004,7.5,2019-03-06,Good,8,0.176,26.5772,76.9082,1
AST-0316,OHE Section 316,OHE,Traction Distribution,COR-009,23.4,2003-04-15,Good,6,0.29,25.2979,86.6824,1
AST-0317,OHE Section 317,OHE,Traction Distribution,COR-003,27.7,1998-12-28,Fair,7,0.469,26.8756,83.3932,3
AST-0318,Bridge Section 318,Bridge,Engineering,COR-005,3.8,2022-11-15,Fair,10,0.426,21.5091,86.8308,1
AST-0319,Track Section 319,Track,Engineering,COR-010,5.3,2021-05-17,Good,8,0.0,25.3103,74.9944,0
AST-0320,OHE Section 320,OHE,Traction Distribution,COR-010,11.0,2015-09-05,Good,6,0.157,20.5374,87.7367,1
AST-0321,Track Section 321,Track,Engineering,COR-010,1.1,2025-07-28,Good,7,0.256,22.638,82.3039,0
AST-0322,Track Section 322,Track,Engineering,COR-004,1.8,2024-11-14,Good,8,0.04,26.2436,83.1886,0
AST-0323,OHE Section 323,OHE,Traction Distribution,COR-009,4.8,2021-11-15,Good,7,0.248,25.3167,87.125,1
AST-0324,Station Equipment Section 324,Station Equipment,S&T,COR-010,33.8,1992-11-23,Fair,4,0.467,20.8786,78.592,2
AST-0325,OHE Section 325,OHE,Traction Distribution,COR-010,12.2,2014-06-24,Good,6,0.293,27.5834,84.0132,1
AST-0326,Track Section 326,Track,Engineering,COR-001,6.1,2020-07-29,Fair,9,0.351,19.5335,82.7454,2
AST-0327,OHE Section 327,OHE,Traction Distribution,COR-008,4.3,2022-05-17,Fair,7,0.355,24.9522,85.104,0
AST-0328,Track Section 328,Track,Engineering,COR-010,3.6,2023-01-27,Good,7,0.219,28.8382,86.8511,2
AST-0329,Bridge Section 329,Bridge,Engineering,COR-008,6.5,2020-03-05,Good,10,0.158,24.315,83.381,0
AST-0330,OHE Section 330,OHE,Traction Distribution,COR-003,6.2,2020-06-22,Good,7,0.315,27.0067,73.5822,1
AST-0331,Track Section 331,Track,Engineering,COR-008,8.6,2018-01-28,Good,8,0.223,24.9518,75.4302,1
AST-0332,Track Section 332,Track,Engineering,COR-002,14.4,2012-04-12,Good,8,0.307,26.8309,87.7637,0
AST-0333,Track Section 333,Track,Engineering,COR-005,9.6,2017-01-28,Fair,8,0.463,25.5559,87.9984,2
AST-0334,Station Equipment Section 334,Station Equipment,S&T,COR-007,17.5,2009-03-08,Fair,4,0.434,25.9113,87.9786,5
AST-0335,Signal Section 335,Signal,S&T,COR-005,8.1,2018-07-30,Fair,10,0.452,21.2781,73.0888,4
AST-0336,OHE Section 336,OHE,Traction Distribution,COR-007,29.0,1997-09-09,Fair,7,0.432,26.4182,78.6192,2
AST-0337,OHE Section 337,OHE,Traction Distribution,COR-003,17.2,2009-06-25,Good,6,0.171,21.3791,84.6548,1
AST-0338,Signal Section 338,Signal,S&T,COR-007,12.0,2014-09-05,Fair,9,0.405,28.8064,84.5462,1
AST-0339,Track Section 339,Track,Engineering,COR-007,14.4,2012-04-12,Fair,8,0.355,21.2779,73.8745,1
AST-0340,Station Equipment Section 340,Station Equipment,S&T,COR-007,6.6,2020-01-28,Fair,5,0.364,21.3668,82.2518,3
AST-0341,Track Section 341,Track,Engineering,COR-003,8.5,2018-03-06,Good,8,0.208,27.5867,74.7859,1
AST-0342,Signal Section 342,Signal,S&T,COR-004,8.2,2018-06-24,Good,9,0.088,21.4299,80.3913,1
AST-0343,OHE Section 343,OHE,Traction Distribution,COR-003,5.5,2021-03-05,Good,6,0.288,22.609,76.335,4
AST-0344,OHE Section 344,OHE,Traction Distribution,COR-005,3.1,2023-07-29,Good,8,0.298,26.1464,73.3506,0
AST-0345,Station Equipment Section 345,Station Equipment,S&T,COR-006,14.9,2011-10-13,Fair,6,0.465,20.5875,73.7803,2
AST-0346,Track Section 346,Track,Engineering,COR-004,19.4,2007-04-15,Good,8,0.333,20.5907,87.0743,4
AST-0347,Signal Section 347,Signal,S&T,COR-005,13.5,2013-03-07,Warning,10,0.683,23.8636,84.4143,1
AST-0348,Signal Section 348,Signal,S&T,COR-003,9.6,2017-01-28,Good,9,0.123,21.437,87.4092,1
AST-0349,Signal Section 349,Signal,S&T,COR-003,37.5,1989-03-13,Warning,9,0.571,21.3566,80.0198,3
AST-0350,Track Section 350,Track,Engineering,COR-007,6.0,2020-09-03,Good,8,0.23,19.0924,79.1127,2
AST-0351,Track Section 351,Track,Engineering,COR-009,12.3,2014-05-19,Good,8,0.116,22.7045,78.2345,2
AST-0352,Track Section 352,Track,Engineering,COR-003,21.2,2005-06-26,Fair,7,0.427,22.1825,82.3609,2
AST-0353,Track Section 353,Track,Engineering,COR-009,4.0,2022-09-03,Good,7,0.326,19.3116,78.125,1
AST-0354,Signal Section 354,Signal,S&T,COR-006,15.7,2010-12-25,Fair,10,0.376,25.2123,84.4404,3
AST-0355,OHE Section 355,OHE,Traction Distribution,COR-002,30.2,1996-06-28,Fair,7,0.541,25.2666,85.3211,0
AST-0356,OHE Section 356,OHE,Traction Distribution,COR-004,10.2,2016-06-24,Good,6,0.0,19.708,86.5135,0
AST-0357,Signal Section 357,Signal,S&T,COR-001,11.5,2015-03-07,Good,9,0.288,22.1704,76.3848,2
AST-0358,Signal Section 358,Signal,S&T,COR-001,6.1,2020-07-29,Good,9,0.181,27.7281,80.9324,1
AST-0359,Track Section 359,Track,Engineering,COR-004,14.3,2012-05-19,Good,7,0.242,24.8217,76.0751,1
AST-0360,Signal Section 360,Signal,S&T,COR-005,5.4,2021-04-10,Fair,10,0.504,23.1197,73.1009,1
AST-0361,Track Section 361,Track,Engineering,COR-008,9.8,2016-11-16,Good,8,0.303,23.651,83.8252,3
AST-0362,Track Section 362,Track,Engineering,COR-002,2.7,2023-12-22,Good,7,0.094,21.0828,81.2837,1
AST-0363,Signal Section 363,Signal,S&T,COR-009,0.5,2026-03-04,Good,9,0.04,27.1188,84.0828,1
AST-0364,Signal Section 364,Signal,S&T,COR-003,7.1,2019-07-30,Good,8,0.0,28.14,73.902,0
AST-0365,Track Section 365,Track,Engineering,COR-002,7.0,2019-09-04,Good,7,0.038,28.1066,88.4284,0
AST-0366,Signal Section 366,Signal,S&T,COR-007,7.6,2019-01-28,Fair,7,0.355,21.2393,88.4096,3
AST-0367,Signal Section 367,Signal,S&T,COR-008,16.9,2009-10-13,Good,9,0.186,22.1074,79.94,1
AST-0368,OHE Section 368,OHE,Traction Distribution,COR-007,19.7,2006-12-26,Good,7,0.314,20.6062,86.3569,2
AST-0369,OHE Section 369,OHE,Traction Distribution,COR-002,12.6,2014-01-29,Good,6,0.203,22.072,76.3971,0
AST-0370,OHE Section 370,OHE,Traction Distribution,COR-002,16.1,2010-08-01,Fair,7,0.509,22.3281,84.3011,0
AST-0371,Track Section 371,Track,Engineering,COR-004,5.5,2021-03-05,Good,8,0.312,25.3311,86.5676,2
AST-0372,OHE Section 372,OHE,Traction Distribution,COR-005,4.5,2022-03-05,Good,8,0.295,20.8965,85.5347,0
AST-0373,Signal Section 373,Signal,S&T,COR-010,14.5,2012-03-07,Fair,8,0.416,28.194,85.4884,0
AST-0374,Signal Section 374,Signal,S&T,COR-003,3.9,2022-10-10,Good,9,0.061,20.031,79.9084,0
AST-0375,OHE Section 375,OHE,Traction Distribution,COR-002,3.5,2023-03-05,Good,7,0.247,19.0688,85.6198,1
AST-0376,Signal Section 376,Signal,S&T,COR-010,40.0,1986-09-12,Fair,8,0.447,27.5495,83.5513,2
AST-0377,Signal Section 377,Signal,S&T,COR-002,10.7,2015-12-24,Fair,7,0.354,26.0377,74.6192,0
AST-0378,OHE Section 378,OHE,Traction Distribution,COR-001,7.0,2019-09-04,Good,7,0.183,22.5536,74.327,3
AST-0379,Bridge Section 379,Bridge,Engineering,COR-005,6.4,2020-04-10,Good,10,0.265,24.955,84.8508,1
AST-0380,Station Equipment Section 380,Station Equipment,S&T,COR-005,2.8,2023-11-16,Good,7,0.312,21.2354,82.5074,1
AST-0381,Signal Section 381,Signal,S&T,COR-007,12.5,2014-03-07,Good,9,0.34,20.6839,80.81,0
AST-0382,Signal Section 382,Signal,S&T,COR-009,8.1,2018-07-30,Good,8,0.13,23.7115,87.0162,0
AST-0383,OHE Section 383,OHE,Traction Distribution,COR-010,19.4,2007-04-15,Fair,6,0.393,22.5319,83.0534,3
AST-0384,Track Section 384,Track,Engineering,COR-003,14.8,2011-11-18,Good,8,0.23,25.1523,78.8383,1
AST-0385,Bridge Section 385,Bridge,Engineering,COR-010,7.9,2018-10-11,Good,8,0.243,21.1815,79.1229,2
AST-0386,Signal Section 386,Signal,S&T,COR-007,1.4,2025-04-10,Good,9,0.207,25.6293,82.1839,1
AST-0387,Track Section 387,Track,Engineering,COR-001,10.7,2015-12-24,Good,8,0.275,26.6686,84.6644,2
AST-0388,Track Section 388,Track,Engineering,COR-010,10.0,2016-09-04,Good,8,0.145,20.6664,81.5297,0
AST-0389,Bridge Section 389,Bridge,Engineering,COR-002,1.1,2025-07-28,Good,9,0.111,19.4386,80.6402,0
AST-0390,Track Section 390,Track,Engineering,COR-006,13.6,2013-01-29,Fair,9,0.472,23.3959,84.1304,0
AST-0391,Track Section 391,Track,Engineering,COR-008,3.8,2022-11-15,Fair,8,0.507,26.7402,83.7842,3
AST-0392,Track Section 392,Track,Engineering,COR-003,20.0,2006-09-07,Fair,7,0.484,25.5078,85.7855,2
AST-0393,Track Section 393,Track,Engineering,COR-003,9.6,2017-01-28,Good,9,0.345,26.0188,73.5008,2
AST-0394,Track Section 394,Track,Engineering,COR-005,6.2,2020-06-22,Critical,9,0.756,23.0284,84.5792,2
AST-0395,OHE Section 395,OHE,Traction Distribution,COR-009,11.8,2014-11-17,Good,7,0.302,21.3495,80.7202,1
AST-0396,Track Section 396,Track,Engineering,COR-003,11.3,2015-05-19,Good,6,0.31,24.3178,73.6951,4
AST-0397,Bridge Section 397,Bridge,Engineering,COR-007,11.0,2015-09-05,Fair,10,0.371,21.0437,83.3642,0
AST-0398,Bridge Section 398,Bridge,Engineering,COR-005,18.3,2008-05-20,Fair,10,0.431,26.2623,83.9646,3
AST-0399,Signal Section 399,Signal,S&T,COR-002,12.3,2014-05-19,Good,9,0.194,20.9697,80.878,1
AST-0400,Track Section 400,Track,Engineering,COR-008,5.8,2020-11-15,Good,9,0.226,21.9126,85.2008,4
AST-0401,OHE Section 401,OHE,Traction Distribution,COR-009,8.3,2018-05-18,Good,7,0.27,24.0654,77.304,1
AST-0402,Track Section 402,Track,Engineering,COR-006,24.8,2001-11-20,Fair,8,0.539,23.8671,75.7305,4
AST-0403,Signal Section 403,Signal,S&T,COR-002,5.4,2021-04-10,Good,9,0.169,25.0085,78.1117,0
AST-0404,Station Equipment Section 404,Station Equipment,S&T,COR-002,13.5,2013-03-07,Fair,4,0.394,23.3744,79.0608,4
AST-0405,Station Equipment Section 405,Station Equipment,S&T,COR-005,18.7,2007-12-26,Warning,6,0.661,28.1947,83.6349,3
AST-0406,OHE Section 406,OHE,Traction Distribution,COR-006,14.4,2012-04-12,Fair,8,0.398,27.3993,86.0283,0
AST-0407,Track Section 407,Track,Engineering,COR-006,10.7,2015-12-24,Good,9,0.286,27.7911,84.0347,3
AST-0408,OHE Section 408,OHE,Traction Distribution,COR-003,12.0,2014-09-05,Fair,6,0.397,25.2952,75.2838,2
AST-0409,OHE Section 409,OHE,Traction Distribution,COR-006,15.0,2011-09-06,Fair,7,0.518,25.3501,78.3595,1
AST-0410,Signal Section 410,Signal,S&T,COR-003,5.3,2021-05-17,Good,8,0.0,25.092,75.0346,0
AST-0411,OHE Section 411,OHE,Traction Distribution,COR-007,10.1,2016-07-30,Good,7,0.236,23.3488,83.4876,1
AST-0412,Track Section 412,Track,Engineering,COR-008,37.4,1989-04-18,Warning,8,0.741,22.2211,76.4708,4
AST-0413,Track Section 413,Track,Engineering,COR-007,13.8,2012-11-17,Fair,8,0.418,24.92,80.9062,2
AST-0414,Signal Section 414,Signal,S&T,COR-001,11.0,2015-09-05,Fair,9,0.395,19.2553,85.1693,0
AST-0415,Track Section 415,Track,Engineering,COR-010,7.7,2018-12-23,Good,7,0.2,19.0746,83.235,2
AST-0416,Track Section 416,Track,Engineering,COR-001,5.4,2021-04-10,Good,9,0.279,27.5164,77.274,2
AST-0417,Bridge Section 417,Bridge,Engineering,COR-010,12.3,2014-05-19,Good,9,0.237,19.4642,77.8259,1
AST-0418,Station Equipment Section 418,Station Equipment,S&T,COR-001,12.9,2013-10-12,Good,5,0.232,24.248,82.9538,3
AST-0419,Signal Section 419,Signal,S&T,COR-006,9.6,2017-01-28,Good,9,0.32,25.1499,81.2915,2
AST-0420,Bridge Section 420,Bridge,Engineering,COR-002,40.0,1986-09-12,Warning,10,0.63,20.9817,74.0423,3
AST-0421,Station Equipment Section 421,Station Equipment,S&T,COR-001,5.8,2020-11-15,Good,4,0.211,27.9573,86.4839,0
AST-0422,Track Section 422,Track,Engineering,COR-007,4.7,2021-12-22,Good,8,0.0,20.901,80.7018,0
AST-0423,Signal Section 423,Signal,S&T,COR-008,7.8,2018-11-16,Good,9,0.267,27.8451,80.0738,1
AST-0424,Signal Section 424,Signal,S&T,COR-002,9.8,2016-11-16,Good,8,0.219,26.6299,75.675,1
AST-0425,Track Section 425,Track,Engineering,COR-010,5.1,2021-07-29,Good,7,0.096,21.4074,78.5319,0
AST-0426,OHE Section 426,OHE,Traction Distribution,COR-004,12.0,2014-09-05,Good,8,0.279,20.5074,77.8252,1
AST-0427,Signal Section 427,Signal,S&T,COR-004,13.0,2013-09-05,Fair,9,0.381,22.1623,76.8318,1
AST-0428,Signal Section 428,Signal,S&T,COR-003,16.2,2010-06-25,Good,8,0.189,22.9795,81.5785,0
AST-0429,Track Section 429,Track,Engineering,COR-005,6.8,2019-11-16,Good,9,0.198,21.4578,79.8964,0
AST-0430,Track Section 430,Track,Engineering,COR-002,23.5,2003-03-10,Fair,7,0.359,28.9889,86.7272,0
AST-0431,Station Equipment Section 431,Station Equipment,S&T,COR-005,15.5,2011-03-08,Warning,8,0.605,21.2965,87.5615,2
AST-0432,Track Section 432,Track,Engineering,COR-003,5.7,2020-12-22,Fair,8,0.377,27.3063,76.0116,3
AST-0433,Track Section 433,Track,Engineering,COR-001,5.1,2021-07-29,Good,8,0.299,20.5912,74.1017,4
AST-0434,Track Section 434,Track,Engineering,COR-004,8.2,2018-06-24,Good,9,0.081,28.8024,85.0654,1
AST-0435,Signal Section 435,Signal,S&T,COR-007,13.0,2013-09-05,Good,8,0.286,21.2552,88.4178,1
AST-0436,Signal Section 436,Signal,S&T,COR-008,14.3,2012-05-19,Fair,9,0.434,23.2169,86.3176,0
AST-0437,Signal Section 437,Signal,S&T,COR-004,15.5,2011-03-08,Fair,10,0.378,24.5856,72.8792,2
AST-0438,Track Section 438,Track,Engineering,COR-004,35.9,1990-10-18,Warning,8,0.702,20.2029,76.5202,7
AST-0439,Track Section 439,Track,Engineering,COR-008,2.0,2024-09-02,Good,7,0.124,27.1682,73.1935,0
AST-0440,Bridge Section 440,Bridge,Engineering,COR-007,9.4,2017-04-11,Good,10,0.272,21.7469,85.6325,2
AST-0441,OHE Section 441,OHE,Traction Distribution,COR-009,34.0,1992-09-10,Warning,7,0.596,24.4927,81.8025,1
AST-0442,OHE Section 442,OHE,Traction Distribution,COR-010,16.7,2009-12-25,Fair,7,0.389,24.4963,80.7195,0
AST-0443,OHE Section 443,OHE,Traction Distribution,COR-009,4.4,2022-04-10,Good,6,0.042,25.0264,81.3712,0
AST-0444,OHE Section 444,OHE,Traction Distribution,COR-010,11.6,2015-01-29,Good,6,0.178,19.5549,76.5392,0
AST-0445,Track Section 445,Track,Engineering,COR-005,9.0,2017-09-04,Good,9,0.099,20.6862,82.1262,0
AST-0446,Signal Section 446,Signal,S&T,COR-004,8.7,2017-12-23,Good,9,0.189,20.6119,72.9907,3
AST-0447,Signal Section 447,Signal,S&T,COR-004,6.7,2019-12-23,Good,10,0.173,22.0205,82.8362,1
AST-0448,Track Section 448,Track,Engineering,COR-003,11.0,2015-09-05,Good,8,0.125,20.4491,84.2509,0
AST-0449,Bridge Section 449,Bridge,Engineering,COR-008,20.7,2005-12-26,Fair,10,0.511,28.2192,83.2684,4
AST-0450,Signal Section 450,Signal,S&T,COR-008,7.2,2019-06-23,Good,9,0.299,24.1295,77.8139,1
AST-0451,OHE Section 451,OHE,Traction Distribution,COR-009,15.6,2011-01-30,Good,6,0.021,25.2358,85.7202,0
AST-0452,Bridge Section 452,Bridge,Engineering,COR-002,17.4,2009-04-14,Good,10,0.343,22.5749,83.9487,2
AST-0453,Signal Section 453,Signal,S&T,COR-005,23.4,2003-04-15,Fair,9,0.51,21.7625,74.5528,1
AST-0454,Station Equipment Section 454,Station Equipment,S&T,COR-003,5.0,2021-09-03,Good,5,0.223,24.0318,75.6223,2
AST-0455,Signal Section 455,Signal,S&T,COR-009,10.4,2016-04-11,Good,9,0.067,21.9432,82.6937,1
AST-0456,Bridge Section 456,Bridge,Engineering,COR-003,6.1,2020-07-29,Good,9,0.183,22.4365,77.1307,4
AST-0457,Track Section 457,Track,Engineering,COR-002,11.0,2015-09-05,Good,7,0.195,23.5275,74.4109,0
AST-0458,Signal Section 458,Signal,S&T,COR-006,10.9,2015-10-12,Fair,9,0.405,24.0573,74.9795,2
AST-0459,Signal Section 459,Signal,S&T,COR-009,4.0,2022-09-03,Good,9,0.148,28.8431,75.1499,0
AST-0460,Track Section 460,Track,Engineering,COR-010,11.4,2015-04-12,Good,8,0.186,21.2332,80.1447,0
